"","players","PlayerID","SportsDataID","Status","TeamID","Team","Jersey","PositionCategory","Position","FirstName","LastName","Height","Weight","BirthDate","BirthCity","BirthState","BirthCountry","HighSchool","College","Salary","headshot","Experience","SportRadarPlayerID","RotoworldPlayerID","RotoWirePlayerID","FantasyAlarmPlayerID","StatsPlayerID","SportsDirectPlayerID","XmlTeamPlayerID","InjuryStatus","InjuryBodyPart","InjuryStartDate","InjuryNotes","FanDuelPlayerID","DraftKingsPlayerID","YahooPlayerID","FanDuelName","DraftKingsName","YahooName","DepthChartPosition","DepthChartOrder","GlobalTeamID","FantasyDraftName","FantasyDraftPlayerID","UsaTodayPlayerID","UsaTodayHeadshotUrl","UsaTodayHeadshotNoBackgroundUrl","UsaTodayHeadshotUpdated","UsaTodayHeadshotNoBackgroundUpdated","NbaDotComPlayerID"
"486","Sharife Cooper",20002660,NA,"Active",3,"ATL","2","G","PG","Sharife","Cooper",73,185,"2001-06-11T00:00:00","Newark","NJ","USA","NULL","Auburn","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","53e011ee-504f-473e-bb26-bfe34533ca10","NULL",5388,"NULL","NULL","796697","NULL","Scrambled","Scrambled","NULL","Scrambled",157832,"1251661","6590","Sharife Cooper","Sharife Cooper","Sharife Cooper","NULL","NULL",20000003,"NULL","NULL","8277002","http://cdn.usatsimg.com/api/download/?imageID=16897426","http://cdn.usatsimg.com/api/download/?imageID=16916069","2021-10-05T20:20:46","2021-10-08T21:40:09","1630536"
"487","Jonathan Kuminga",20002661,NA,"Active",26,"GS","0","F","SF","Jonathan","Kuminga",79,210,"2002-10-06T00:00:00","Goma","NULL","DR Congo","The Patrick School (NJ)","None","5466360","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002661.png","0","b27687c1-55bb-49e6-9c5b-96a099fda7b7","NULL",5287,"NULL","NULL","800284","NULL","Scrambled","Scrambled","NULL","Scrambled",157904,"1271708","6549","Jonathan Kuminga","Jonathan Kuminga","Jonathan Kuminga","SF","1",20000026,"NULL","NULL","8277108","http://cdn.usatsimg.com/api/download/?imageID=17138366","http://cdn.usatsimg.com/api/download/?imageID=17138365","2021-11-11T12:04:48","2021-11-11T12:04:41","1630228"
"488","Scottie Barnes",20002662,NA,"Active",10,"TOR","4","G","SG","Scottie","Barnes",79,225,"2001-08-01T00:00:00","West Palm Beach","FL","USA","NULL","Florida State","7280520","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002662.png","0","1738927f-6ef3-4b23-921d-168b4371f917","NULL",5390,"NULL","NULL","796360","NULL","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",157822,"1251666","6515","Scottie Barnes","Scottie Barnes","Scottie Barnes","SG","1",20000010,"NULL","NULL","8277197","http://cdn.usatsimg.com/api/download/?imageID=17327753","http://cdn.usatsimg.com/api/download/?imageID=17356824","2021-12-09T18:36:08","2021-12-14T13:30:47","1630567"
"489","Keon Johnson",20002663,NA,"Active",28,"LAC","45","G","SG","Keon","Johnson",76,185,"2002-03-10T00:00:00","Shelbyville","TN","USA","NULL","Tennessee","2553120","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002663.png","0","4e3d287a-49d4-4f1a-8f88-da3a5abb3e4a","NULL",5340,"NULL","NULL","796464","NULL","Scrambled","Scrambled","NULL","Scrambled",157804,"1231792","6563","Keon Johnson","Keon Johnson","Keon Johnson","PG","1",20000028,"NULL","NULL","8277082","http://cdn.usatsimg.com/api/download/?imageID=17139057","http://cdn.usatsimg.com/api/download/?imageID=17139056","2021-11-11T13:10:53","2021-11-11T13:10:45","1630553"
"490","Davion Mitchell",20002664,NA,"Active",30,"SAC","15","G","PG","Davion","Mitchell",74,205,"1998-09-05T00:00:00","Hinesville","GA","USA","NULL","Baylor","4603320","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002664.png","0","38a9b2cc-008e-406b-ad5a-87e0e54f93b7","NULL",5354,"NULL","NULL","782121","NULL","Scrambled","Scrambled","NULL","Scrambled",157812,"1061659","6551","Davion Mitchell","Davion Mitchell","Davion Mitchell","SF","1",20000030,"NULL","NULL","8277073","http://cdn.usatsimg.com/api/download/?imageID=16936524","http://cdn.usatsimg.com/api/download/?imageID=16941522","2021-10-11T19:44:59","2021-10-12T18:51:30","1630558"
"491","Josh Giddey",20002665,NA,"Active",18,"OKC","3","G","PG","Josh","Giddey",80,205,"2002-10-10T00:00:00","Melbourne","Vic","Australia","Australian Institute of Sport (Australia)","None","5988000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002665.png","0","66ea876a-1cc9-47ed-ae31-2ed3c8f9350e","NULL",5366,"NULL","NULL","800283","NULL","Scrambled","Scrambled","NULL","Scrambled",157905,"1323503","6548","Josh Giddey","Josh Giddey","Josh Giddey","SG","0",20000018,"NULL","NULL","8277018","http://cdn.usatsimg.com/api/download/?imageID=16937329","http://cdn.usatsimg.com/api/download/?imageID=16937330","2021-10-11T21:59:35","2021-10-11T21:59:45","1630581"
"492","Alperen Sengün",20002666,NA,"Active",22,"HOU","28","C","C","Alperen","Sengün",82,240,"2002-07-25T00:00:00","Giresun","NULL","Turkey","NULL","None","3214680","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002666.png","0","47ff78e7-5607-48d6-9c1a-bddb075dbe70","NULL",5404,"NULL","NULL","800285","NULL","Scrambled","Scrambled","2022-01-01T00:00:00","Scrambled",157908,"1323508","6558","Alperen Sengun","Alperen Sengun","Alperen Sengun","C","1",20000022,"NULL","NULL","8277038","http://cdn.usatsimg.com/api/download/?imageID=16907140","http://cdn.usatsimg.com/api/download/?imageID=16936876","2021-10-07T14:30:03","2021-10-11T20:35:00","1630578"
"493","Cade Cunningham",20002667,NA,"Active",14,"DET","2","G","SG","Cade","Cunningham",78,220,"2001-09-25T00:00:00","Arlington","TX","USA","NULL","Oklahoma State","10050120","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002667.png","0","57d55cd4-6ab8-4255-a248-bef800c0cbab","NULL",5336,"NULL","NULL","796436","NULL","Scrambled","Scrambled","NULL","Scrambled",157808,"1232182","6512","Cade Cunningham","Cade Cunningham","Cade Cunningham","SG","0",20000014,"NULL","NULL","8277166","http://cdn.usatsimg.com/api/download/?imageID=16906059","http://cdn.usatsimg.com/api/download/?imageID=16916785","2021-10-07T11:55:13","2021-10-08T22:35:45","1630595"
"494","Jalen Green",20002668,NA,"Active",22,"HOU","0","G","SG","Jalen","Green",77,180,"2002-02-09T00:00:00","Merced","CA","USA","Pacific Prep (CA)","None","8992200","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002668.png","0","9a331092-35db-456c-a44a-d5b80a02ebe9","NULL",5230,"NULL","NULL","800282","NULL","Scrambled","Scrambled","NULL","Scrambled",157907,"1271706","6513","Jalen Green","Jalen Green","Jalen Green","SG","0",20000022,"NULL","NULL","8277036","http://cdn.usatsimg.com/api/download/?imageID=16907119","http://cdn.usatsimg.com/api/download/?imageID=16929524","2021-10-07T14:28:58","2021-10-10T14:36:02","1630224"
"495","Evan Mobley",20002669,NA,"Active",12,"CLE","4","C","C","Evan","Mobley",83,215,"2001-06-18T00:00:00","San Diego","CA","USA","NULL","USC","8075160","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002669.png","0","d64b602e-45f2-4ba9-878b-0a4f7210ec77","NULL",5355,"NULL","NULL","796444","NULL","Scrambled","Scrambled","NULL","Scrambled",157845,"1231862","6514","Evan Mobley","Evan Mobley","Evan Mobley","PF","0",20000012,"NULL","NULL","8277177","http://cdn.usatsimg.com/api/download/?imageID=17003435","http://cdn.usatsimg.com/api/download/?imageID=17138090","2021-10-22T15:20:46","2021-11-11T10:57:19","1630596"
"496","Jalen Suggs",20002670,NA,"Active",5,"ORL","4","G","PG","Jalen","Suggs",76,205,"2001-06-03T00:00:00","Saint Paul","MN","USA","NULL","Gonzaga","6593040","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002670.png","0","6dda6e0a-4b74-4486-80cd-5f9a8d93d1ba","NULL",5379,"NULL","NULL","796355","NULL","Scrambled","Scrambled","2021-11-29T00:00:00","Scrambled",157850,"1241585","6516","Jalen Suggs","Jalen Suggs","Jalen Suggs","NULL","NULL",20000005,"NULL","NULL","8277146","http://cdn.usatsimg.com/api/download/?imageID=16932803","http://cdn.usatsimg.com/api/download/?imageID=16932804","2021-10-10T23:07:44","2021-10-10T23:07:49","1630591"
"497","James Bouknight",20002671,NA,"Active",2,"CHA","5","G","SG","James","Bouknight",76,190,"2000-09-18T00:00:00","Brooklyn","NY","USA","NULL","Connecticut","4154400","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002671.png","0","657adf7e-101e-495f-8e37-3790c37f39fd","NULL",5383,"NULL","NULL","791155","NULL","Scrambled","Scrambled","NULL","Scrambled",157818,"1182632","6553","James Bouknight","James Bouknight","James Bouknight","PG","1",20000002,"NULL","NULL","8277131","http://cdn.usatsimg.com/api/download/?imageID=16903401","http://cdn.usatsimg.com/api/download/?imageID=16932236","2021-10-06T21:41:28","2021-10-10T21:38:36","1630547"
"498","Kai Jones",20002672,NA,"Active",2,"CHA","23","F","PF","Kai","Jones",82,221,"2001-01-19T00:00:00","Nassau","NULL","Bahamas","NULL","Texas","2770560","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002672.png","0","116f036d-9233-462b-80bc-3ede69b97706","NULL",5386,"NULL","NULL","790923","NULL","Scrambled","Scrambled","NULL","Scrambled",157817,"1186771","6561","Kai Jones","Kai Jones","Kai Jones","NULL","NULL",20000002,"NULL","NULL","8277134","http://cdn.usatsimg.com/api/download/?imageID=16903667","http://cdn.usatsimg.com/api/download/?imageID=16932234","2021-10-06T22:07:06","2021-10-10T21:37:24","1630539"
"499","Isaiah Jackson",20002673,NA,"Active",13,"IND","23","F","PF","Isaiah","Jackson",82,205,"2002-01-10T00:00:00","Pontiac","MI","USA","NULL","Kentucky","2451240","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002673.png","0","067d9f05-a6b8-4a4b-854c-3364234e62b1","NULL",5403,"NULL","NULL","797222","NULL","Scrambled","Scrambled","2022-01-09T00:00:00","Scrambled",157827,"1245934","6564","Isaiah Jackson","Isaiah Jackson","Isaiah Jackson","C","1",20000013,"NULL","NULL","8277151","http://cdn.usatsimg.com/api/download/?imageID=16909202","http://cdn.usatsimg.com/api/download/?imageID=16929486","2021-10-07T19:35:07","2021-10-10T14:29:17","1630543"
"500","Ayo Dosunmu",20002674,NA,"Active",11,"CHI","12","G","SG","Ayo","Dosunmu",76,200,"2000-01-17T00:00:00","Chicago","IL","USA","NULL","Illinois","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","f8a7e4c7-d60e-4751-9203-30a772dd9272","NULL",5337,"NULL","NULL","785906","NULL","Scrambled","Scrambled","NULL","Scrambled",157849,"1133782","6580","Ayo Dosunmu","Ayo Dosunmu","Ayo Dosunmu","SG","1",20000011,"NULL","NULL","8277187","http://cdn.usatsimg.com/api/download/?imageID=16905411","http://cdn.usatsimg.com/api/download/?imageID=16915919","2021-10-07T08:27:46","2021-10-08T21:08:21","1630245"
"501","Usman Garuba",20002675,NA,"Active",22,"HOU","16","F","PF","Usman","Garuba",80,229,"2001-03-09T00:00:00","Madrid","NULL","Spain","NULL","None","2353320","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002675.png","0","452f97da-01fb-40be-834b-34fd3a40615e","NULL",5409,"NULL","NULL","800286","NULL","Scrambled","Scrambled","2022-01-03T00:00:00","Scrambled",157906,"1318915","6565","Usman Garuba","Usman Garuba","Usman Garuba","NULL","NULL",20000022,"NULL","NULL","8277035","http://cdn.usatsimg.com/api/download/?imageID=16907016","http://cdn.usatsimg.com/api/download/?imageID=16929510","2021-10-07T14:24:56","2021-10-10T14:34:37","1630586"
"502","Tre Mann",20002676,NA,"Active",18,"OKC","23","G","PG","Tre","Mann",77,190,"2001-02-03T00:00:00","Gainesville","FL","USA","NULL","Florida","2901240","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002676.png","0","5b681679-4d8c-4964-bbba-5ed058257745","NULL",5331,"NULL","NULL","790793","NULL","Scrambled","Scrambled","NULL","Scrambled",157831,"1175356","6560","Tre Mann","Tre Mann","Tre Mann","PG","1",20000018,"NULL","NULL","8277020","http://cdn.usatsimg.com/api/download/?imageID=16937365","http://cdn.usatsimg.com/api/download/?imageID=16937366","2021-10-11T22:01:20","2021-10-11T22:01:27","1630544"
"503","Greg Brown III",20002677,NA,"Active",19,"POR","4","F","PF","Greg","Brown III",81,205,"2001-09-01T00:00:00","Dallas","TX","USA","NULL","Texas","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","03258eec-a666-4b8f-86da-9bed8e91c39f","NULL",5376,"NULL","NULL","796469","NULL","Scrambled","Scrambled","NULL","Scrambled",157823,"1243740","6585","Greg Brown","Greg Brown","Greg Brown","NULL","NULL",20000019,"NULL","NULL","8276973","http://cdn.usatsimg.com/api/download/?imageID=16936384","http://cdn.usatsimg.com/api/download/?imageID=16941473","2021-10-11T19:21:38","2021-10-12T18:44:59","1630535"
"504","Neemias Queta",20002678,NA,"Active",30,"SAC","88","C","C","Neemias","Queta",83,248,"1999-07-13T00:00:00","Barreiro","NULL","Portugal","NULL","Utah State","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","7cfc1044-54f9-4788-af5f-8d943f992e0d","NULL",5333,"NULL","NULL","786731","NULL","Scrambled","Scrambled","NULL","Scrambled",157811,"1142902","6581","Neemias Queta","Neemias Queta","Neemias Queta","NULL","NULL",20000030,"NULL","NULL","8277074","http://cdn.usatsimg.com/api/download/?imageID=16936562","http://cdn.usatsimg.com/api/download/?imageID=16941491","2021-10-11T19:50:12","2021-10-12T18:49:13","1629674"
"505","Aaron Henry",20002680,NA,"Active",7,"PHI","50","F","SF","Aaron","Henry",78,215,"1999-08-30T00:00:00","Louisville","KY","USA","NULL","Michigan State","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","0b295571-ce3f-4436-aea7-b84e9cf7203a","NULL",5362,"NULL","NULL","785372","NULL","Scrambled","Scrambled","NULL","Scrambled",158859,"1133812","6610","Aaron Henry","Aaron Henry","Aaron Henry","SG","1",20000007,"NULL","NULL","8277229","http://cdn.usatsimg.com/api/download/?imageID=16923176","http://cdn.usatsimg.com/api/download/?imageID=16923096","2021-10-09T16:12:36","2021-10-09T16:09:18","1630565"
"506","Quentin Grimes",20002681,NA,"Active",6,"NY","6","G","PG","Quentin","Grimes",77,205,"2000-05-08T00:00:00","The Woodlands","TX","USA","NULL","Houston","2168760","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002681.png","0","e8486226-53e1-4857-b5f0-8b6fe88bdd8a","NULL",5391,"NULL","NULL","785357","NULL","Scrambled","Scrambled","NULL","Scrambled",157826,"1132827","6567","Quentin Grimes","Quentin Grimes","Quentin Grimes","SF","1",20000006,"NULL","NULL","8277219","http://cdn.usatsimg.com/api/download/?imageID=17304210","http://cdn.usatsimg.com/api/download/?imageID=17327027","2021-12-06T09:36:06","2021-12-09T14:48:02","1629656"
"507","Joe Wieskamp",20002682,NA,"Active",24,"SA","15","G","SG","Joe","Wieskamp",78,210,"1999-08-23T00:00:00","Muscatine","IA","USA","NULL","Iowa","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","d1f4f8f6-1b69-4224-a9d6-a1c565fa2e7e","NULL",5410,"NULL","NULL","786176","NULL","Scrambled","Scrambled","NULL","Scrambled",157814,"1141061","6583","Joe Wieskamp","Joe Wieskamp","Joe Wieskamp","SG","1",20000024,"NULL","NULL","8277046","http://cdn.usatsimg.com/api/download/?imageID=16936792","http://cdn.usatsimg.com/api/download/?imageID=16941608","2021-10-11T20:24:31","2021-10-12T18:58:51","1630580"
"508","Jeremiah Robinson-Earl",20002683,NA,"Active",18,"OKC","50","F","PF","Jeremiah","Robinson-Earl",81,230,"2000-11-03T00:00:00","Kansas City","MO","USA","NULL","Villanova","2e+06","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","709a47f0-270b-46b0-8089-be42c4f9ebc3","NULL",5411,"NULL","NULL","791981","NULL","Scrambled","Scrambled","NULL","Scrambled",157830,"1176176","6574","Jeremiah Robinson-Earl","Jeremiah Robinson-Earl","Jeremiah Robinson-Earl","C","0",20000018,"NULL","NULL","8277021","http://cdn.usatsimg.com/api/download/?imageID=16937352","http://cdn.usatsimg.com/api/download/?imageID=16937356","2021-10-11T22:00:46","2021-10-11T22:00:53","1630526"
"509","Luka Garza",20002684,NA,"Active",14,"DET","55","F","PF","Luka","Garza",82,235,"1998-12-27T00:00:00","Washington","D.C.","USA","NULL","Iowa","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","8da31ebc-6614-4209-8685-5442bc09887b","NULL",5423,"NULL","NULL","780027","NULL","Scrambled","Scrambled","NULL","Scrambled",157807,"1061057","6594","Luka Garza","Luka Garza","Luka Garza","PF","1",20000014,"NULL","NULL","8277167","http://cdn.usatsimg.com/api/download/?imageID=16906031","http://cdn.usatsimg.com/api/download/?imageID=16916777","2021-10-07T11:48:29","2021-10-08T22:34:21","1630568"
"510","McKinley Wright IV",20002685,NA,"Active",16,"MIN","25","G","PG","McKinley","Wright IV",71,192,"1998-10-25T00:00:00","North Robinsdale","MN","USA","NULL","Colorado","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","43e6c618-bbfb-48cc-abf2-db95b8bf083c","NULL",5367,"NULL","NULL","780920","NULL","Scrambled","Scrambled","NULL","Scrambled",158852,"1061526","6608","McKinley Wright","McKinley Wright IV","McKinley Wright IV","NULL","NULL",20000016,"NULL","NULL","8277000","http://cdn.usatsimg.com/api/download/?imageID=16932327","http://cdn.usatsimg.com/api/download/?imageID=16932328","2021-10-10T21:47:49","2021-10-10T21:47:54","1630593"
"511","Sam Hauser",20002686,NA,"Active",9,"BOS","30","F","PF","Sam","Hauser",79,217,"1997-12-08T00:00:00","Green Bay","WI","USA","NULL","Virginia","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","f5aac467-6bf9-4fa3-b89a-9ef71fe546fa","NULL",5338,"NULL","NULL","775510","NULL","Scrambled","Scrambled","NULL","Scrambled",158854,"922378","6619","Sam Hauser","Sam Hauser","Sam Hauser","PF","1",20000009,"NULL","NULL","8277235","http://cdn.usatsimg.com/api/download/?imageID=16902887","http://cdn.usatsimg.com/api/download/?imageID=16916249","2021-10-06T20:51:11","2021-10-08T22:00:16","1630573"
"512","Josh Christopher",20002688,NA,"Active",22,"HOU","9","G","SG","Josh","Christopher",77,215,"2001-12-08T00:00:00","Carson","CA","USA","NULL","Arizona State","2259240","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002688.png","0","8121242f-45a6-4632-b8ae-f0846a45016a","NULL",5335,"NULL","NULL","796340","NULL","Scrambled","Scrambled","NULL","Scrambled",157803,"1231305","6566","Josh Christopher","Josh Christopher","Josh Christopher","SF","1",20000022,"NULL","NULL","8277033","http://cdn.usatsimg.com/api/download/?imageID=16907101","http://cdn.usatsimg.com/api/download/?imageID=16929516","2021-10-07T14:28:04","2021-10-10T14:35:40","1630528"
"513","Jason Preston",20002689,NA,"Active",28,"LAC","17","G","PG","Jason","Preston",75,181,"1999-08-10T00:00:00","Orlando","FL","USA","NULL","Ohio","1062303","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","bfe2a85f-6d49-406e-88a1-2a38a66e8cfb","NULL",5429,"NULL","NULL","786534","NULL","Scrambled","Scrambled","2021-10-07T00:00:00","Scrambled",157806,"1137126","6575","Jason Preston","Jason Preston","Jason Preston","NULL","NULL",20000028,"NULL","NULL","8277084","NULL","NULL","NULL","NULL","1630554"
"514","Brandon Boston Jr.",20002690,NA,"Active",28,"LAC","4","G","SG","Brandon","Boston Jr.",78,188,"2001-11-28T00:00:00","Norcross","GA","USA","NULL","Kentucky","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","3ee94b27-a47b-4fae-bb71-ba68dacef351","NULL",5406,"NULL","NULL","797218","NULL","Scrambled","Scrambled","NULL","Scrambled",157805,"1245906","6593","Brandon Boston","Brandon Boston Jr.","Brandon Boston Jr.","SF","1",20000028,"NULL","NULL","8277079","http://cdn.usatsimg.com/api/download/?imageID=17327727","http://cdn.usatsimg.com/api/download/?imageID=17356814","2021-12-09T18:13:38","2021-12-14T13:28:51","1630527"
"515","Jericho Sims",20002691,NA,"Active",6,"NY","45","C","C","Jericho","Sims",82,245,"1998-10-20T00:00:00","Minneapolis","MN","USA","NULL","Texas","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","56003e58-6b25-4f22-9d97-020b3d1f6616","NULL",5389,"NULL","NULL","779981","NULL","Scrambled","Scrambled","NULL","Scrambled",157825,"1071933","6600","Jericho Sims","Jericho Sims","Jericho Sims","PF","1",20000006,"NULL","NULL","8277223","NULL","NULL","NULL","NULL","1630579"
"516","Miles McBride",20002692,NA,"Active",6,"NY","2","G","PG","Miles","McBride",74,200,"2000-09-08T00:00:00","Cincinnati","OH","USA","NULL","West Virginia","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","355a6113-d842-40be-9e74-90bb0800aabe","NULL",5402,"NULL","NULL","791978","NULL","Scrambled","Scrambled","NULL","Scrambled",157824,"1175084","6578","Miles McBride","Miles McBride","Miles McBride","SG","1",20000006,"NULL","NULL","8277220","http://cdn.usatsimg.com/api/download/?imageID=17304209","http://cdn.usatsimg.com/api/download/?imageID=17327017","2021-12-06T09:35:30","2021-12-09T14:47:05","1630540"
"517","Isaiah Livers",20002693,NA,"Active",14,"DET","12","F","SF","Isaiah","Livers",78,230,"1998-07-28T00:00:00","Kalamazoo","MI","USA","NULL","Michigan","1057260","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","c722d438-db08-421e-9484-9e7d2f67c05d","NULL",5353,"NULL","NULL","780012","NULL","Scrambled","Scrambled","2021-12-23T00:00:00","Scrambled",157810,"1067672","6584","Isaiah Livers","Isaiah Livers","Isaiah Livers","NULL","NULL",20000014,"NULL","NULL","8277168","http://cdn.usatsimg.com/api/download/?imageID=16906036","http://cdn.usatsimg.com/api/download/?imageID=16916782","2021-10-07T11:51:32","2021-10-08T22:35:13","1630587"
"518","JT Thor",20002694,NA,"Active",2,"CHA","21","F","PF","JT","Thor",81,203,"2002-08-26T00:00:00","Anchorage","AK","USA","NULL","Auburn","1250000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","652f9ae3-0dbf-47c4-bad3-6474b6521134","NULL",5413,"NULL","NULL","796699","NULL","Scrambled","Scrambled","NULL","Scrambled",157815,"1251663","6579","JT Thor","JT Thor","JT Thor","PF","1",20000002,"NULL","NULL","8277140","http://cdn.usatsimg.com/api/download/?imageID=16903430","http://cdn.usatsimg.com/api/download/?imageID=16932258","2021-10-06T21:43:50","2021-10-10T21:40:03","1630550"
"519","Joshua Primo",20002695,NA,"Active",24,"SA","11","G","SG","Joshua","Primo",76,190,"2002-12-24T00:00:00","Toronto","ON","Canada","NULL","Alabama","3946800","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002695.png","0","b9901d15-7253-4654-a4c3-5ab9fea39f7c","NULL",5405,"NULL","NULL","796494","NULL","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",157813,"1231214","6554","Joshua Primo","Joshua Primo","Joshua Primo","PG","1",20000024,"NULL","NULL","8277045","http://cdn.usatsimg.com/api/download/?imageID=16936669","http://cdn.usatsimg.com/api/download/?imageID=16941547","2021-10-11T20:06:14","2021-10-12T18:55:14","1630563"
"520","Isaiah Todd",20002696,NA,"Active",1,"WAS","14","F","PF","Isaiah","Todd",82,219,"2001-10-17T00:00:00","Baltimore","MD","USA","Word of God Christian Academy (NC)","None","1500000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","d3929490-b2e0-4539-8228-038615f94fe1","NULL",5224,"NULL","NULL","800287","NULL","Scrambled","Scrambled","NULL","Scrambled",157910,"1271713","6573","Isaiah Todd","Isaiah Todd","Isaiah Todd","NULL","NULL",20000001,"NULL","NULL","8277130","http://cdn.usatsimg.com/api/download/?imageID=16941647","http://cdn.usatsimg.com/api/download/?imageID=16947018","2021-10-12T19:02:06","2021-10-13T15:09:13","1630225"
"521","Day'Ron Sharpe",20002697,NA,"Active",8,"BKN","20","C","C","Day'Ron","Sharpe",81,265,"2001-11-06T00:00:00","Greenville","NC","USA","NULL","North Carolina","2009040","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002697.png","0","1c82e36d-8975-4778-9d49-d872d2f3f1be","NULL",5418,"NULL","NULL","796410","NULL","Scrambled","Scrambled","NULL","Scrambled",157839,"1243725","6571","Day'Ron Sharpe","Day'Ron Sharpe","Day'Ron Sharpe","C","1",20000008,"NULL","NULL","8277215","http://cdn.usatsimg.com/api/download/?imageID=16903194","http://cdn.usatsimg.com/api/download/?imageID=16916403","2021-10-06T21:26:05","2021-10-08T22:11:08","1630549"
"522","Joel Ayayi",20002698,NA,"Active",1,"WAS","17","G","SG","Joel","Ayayi",77,180,"2000-03-05T00:00:00","Bordeaux","NULL","France","NULL","Gonzaga","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","5361a30e-2e3e-43d5-8340-265330cd7ef1","NULL",5408,"NULL","NULL","780137","NULL","Scrambled","Scrambled","NULL","Scrambled",158135,"1077553","6605","Joel Ayayi","Joel Ayayi","Joel Ayayi","NULL","NULL",20000001,"NULL","NULL","8277426","http://cdn.usatsimg.com/api/download/?imageID=16937640","http://cdn.usatsimg.com/api/download/?imageID=16941450","2021-10-11T22:40:10","2021-10-12T18:37:19","1630555"
"523","Herbert Jones",20002699,NA,"Active",23,"NO","5","F","SF","Herbert","Jones",78,206,"1998-10-06T00:00:00","Tuscaloosa","AL","USA","NULL","Alabama","1700000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","66b88001-06c2-4f4a-9825-b6e0cc1df6cc","NULL",5414,"NULL","NULL","656141","NULL","Scrambled","Scrambled","NULL","Scrambled",157848,"1061638","6577","Herbert Jones","Herbert Jones","Herbert Jones","PF","0",20000023,"NULL","NULL","8277053","http://cdn.usatsimg.com/api/download/?imageID=16932701","http://cdn.usatsimg.com/api/download/?imageID=16937520","2021-10-10T22:44:38","2021-10-11T22:11:12","1630529"
